id,note
55746,    는 55년 이상 된 오래된 포도나무에서 수확한 포도를 가지고 와인을 만들고 있는데 오래된 포도나무에서 수확하는 만큼 단위 면적당 수확량이 매우 적은 편이다    는 1 인 와 1 인   사이에 위치하고 있으며 일반  에 비해서 훨씬 더 우아하고 탄탄한 바디감을 자랑하고 있다 그리고 여느   1 만큼 오랜 숙성이 가능한 와인이다
55852,    는 세 개의 각각 다른   밭에서 생산된 포도를 블렌딩하여 만들어진다 에서 생산된   그리고 와 에서 생산된 를 블렌딩하였다 2년 6개월의 숙성 기간을 거쳐 2013년 6월에 를 마쳤으며 최종 잔당은 667 /이다   의 는 로제 와인이 표현할 수 있는 아름다운 분홍빛 컬러를 아주 잘 표현하였으며 섬세한 질감과 뛰어난 뛰어난 밸런스가 돋보이는 와인으로 12000병이 생산되었다 섬세하면서도 우아하고 긴 여운을 지닌 균형 잡힌 와인이라고 평가받고 있다
39267,    는 옅은 노란색을 띠고 있다 멜론 무화과 그린애플과 같은 아로마가 먼저 느껴지며 넛트류와 바닐라 토스트의 향이 있다 과일향과 상큼한 산미가 입안을 채우면서 상큼하면서도 신선함을 느껴지는 와이이다
55723,    는 피노 누아 100%로 만들어진   로 신선한 딸기 향기와 붉은 과일의 캐릭터를 잘 표현하였으며 절묘한 밸런스가 돋보이는 샴페인이다  오너이자 와인 메이커인   는  방식이 포도를 건강하게 만들기 때문에 타 샴페인 하우스들의 로제 샴페인보다 훨씬 더 깨끗하고 순수한 결과물을 얻을 수 있다고 자신한다  연간 1800 케이스가 생산되는 이 와인은 입 안에서 터지는 작은 기포들과 함께 훌륭한 구조감과  특유의 떼루아를 느낄 수 있다
46024,    은   의 한등급 위의 제품으로 2008년 새롭게 선보인  이다 마고 지역의 엄선된 포도로 와인 메이커의 섬세한 블랜딩을 통해 생산된 프리미엄 와인 12개월간의 오크통 숙성으로 복합적인 모카향 카라멜향 오크향등의 아로마와 함께 산도와 타닌의 균형이 잘 잡혀 있으며 응축된 맛과 향의 긴 여운이 특징인 와인이다
46023,    은   의 한등급 위의 제품으로 2008년 새롭게 선보인  이다 메를로를 주 품종으로 한 우아한 스탈일의 쌩떼밀리옹 지역 프리미엄 레드 와인으로 미국산 오크통에서 12개월간 숙성을 통해 잘익은 딸기향이 오크향과 조화를 이루며 실크처럼 부드러운 타닌을 느낄수 있다
46022,    은   의 한등급 위의 제품으로 2008년 새롭게 선보인  이다 보르도 메독  지역의 특징을 잘 살린 제품으로 미국산 오크통에서 6개월간 숙성을 통해 한층 부드러운 타닌과 은은한 오크향 복합적인 과일향등이 전체적으로 균형이 뛰어난 남성적 스타일의 와인이다
55804,    의 포도밭은 남동쪽을 바라보고 있어 일조량이 매우 좋은 편이며 90%의 와 10%의 를 블렌딩해 만들어진다 숙성 시 새 프랑스산 오크통을 50% 사용하고 1년 사용한 오크통을 25% 2년 사용한 오크통을 25% 사용해 병입 전 모두 블렌딩한다 수확량은 40/이며 줄기를 100% 제거하고 4주 간의 침용 기간을 거친다  이 와인은  의 강렬함보다는 은은함과 섬세함을 강조하고 있으며 출시하고 바로 테이스팅이 가능할 만큼 마시기 쉽다는 장점을 지닌 와인이기도 하다
47821,    향이 잘 어우러지고 복합적인 아로마가 부드럽고   특유의 강렬한 탄닌을 느낄 수 있다 미국 특유의 부드러움보다는 프랑스 보르도  에서 느낄 수 있는 은은한 풍미와 함께 거친 탄닌을 함께 느낄 수 있는 매력적인 와인이다  2012 쓰리세인트 까베르네 쇼비뇽은 약 16개월 오크통에서 숙성 되었으며 과일향의 집중도와 발란스가 살아있는 완성미를 느낄 수 있다
55769,    은 04 의 크기이며 포도나무 평균 수령은 35년으로 50년이 넘는 것들도 있다 포도밭은  남쪽과  사이에 위치하고 있으며 완만한 경사와 남향의 조건 덕에 다른 에 비해 일조량이 좋은 편이다    1    ”와 동일하게 포도 전체를 분쇄하여 24시간 동안 차갑게 보관 후 안정화를 시킨다 그리고 25%의 새 오크통을 사용하며 12개월의 숙성 기간을 거치면서 찌꺼기()도 함께 숙성을 시킨다 효모들의 자기 분해를 촉진하기 위해 가라앉은 찌꺼기를 자주 저어주어 와인에 복합미를 더하고 있다 또한 다른 이나 을 거치지 않고 바로 병입한다  이 와인은 헥타 당 45헥토리터의 소출량을 유지하고 있으며 다른 와 비교해 섬세하고 우아한 캐릭터를 보여주고 있는데 비교적 와인이 할 때도 쉽게 다가갈 수 있으며 최소 10년 이상 숙성이 가능하다
40457,   (베어풋 까베르네 쇼비뇽)은 건포도와  의 강한 향기를 지닌 와인으로서 연한 석류빛을 띠며 오크에서 숙성된 토스트 향을 느낄 수 있으며 벨벳 같은 느낌과 부드러운 끝맛이 아주 매력적입니다 또한 혀끝에 감도는 농축된 스파이시하고 민트향이 감미로우며 부드러운 탄닌과 미디엄 바디 함은 중후한 느낌을 줍니다
50943,   (청포도품종으로 만든 화이트와인이나 샴페인)에  사가 심사숙고하여 선택한 블랙커런트의  품종이 첨가되었다 스파클링 와인은 이산화탄소를 첨가시키지 않은 전통적인 발효과정을 통해 얻어진다 블랙커런트는 저온침용 과정을 거친 뒤 스파클링 와인과 혼합한다 물이나 색소를 첨가하지 않은 자연적인 방식으로 만들어졌다 블랙커런트 리큐르와 프랑스산 화이트 스파클링 와인의 절묘한 조화 균형잡힌 부드럽고 프루티한 음료로 글라스에 아름다운 띠를 두른 짙은 붉은 색의 아름다운 거품이 매력적이다  훌륭하고 섬세한 아로마와 유리잔에서 터져나오는 농익은 블랙커런트향과 경쾌하면서 미세한 거품이 입안에서 터지면서 혀에 길고 강렬한 향을 남기며 최고의 블랙커런트향을 보여준다 샴페인잔에 담거나 얼음과 라임조각을 함께 담아내도 좋으며 모든 행사의 식전주에 가장 이상적인 파트너이다
61130,   2004년 빈티지는 전체 발효와 숙성을 스테인리스 탱크에서 섬세하게 진행된다 2011년 5월에  하였으며 는 5/ 이다 이산화황을 최소하하며 2008년부터는 이산화황을 전혀 사용하지 않았다  ?  의 4가지 뀌베를 생산하며 는 5중창과 떼루아의 정수라는 뜻을 지니고 있는데  이 와인을 만드는 것은 자연의 소리를 듣는 것이라고 믿기 때문이다
51981,   2008은 검붉은 빛에 비단결처럼 부드러운 질감이지만 남성적인 힘을 느낄 수 있으며 적절한 산도와 부드러운 탄닌의 풍미있는 균형감 또한 일품이다
61400,   2014는 루비의 화려하면서도 순수함을 담고있는 영롱한 빛을 띈다 입안에서 느껴지는 탄탄한 질감은 블랙베리 무화과 잘 익은 플럼의 향과 어우러져 와인의 깊이와 매력을 돋보이게 한다 적절한산도와 부드러운 탄닌의 풍미는 코 끝에 퍼지는 은은한 오크()향과 함께 클래시컬하면서 훌륭한 구조감을 보여준다
61133,   는   로 출시 되었지만   와  마을에 위치한 해발고도 300미터의 구획에서 수확된 포도로 생산된다 포도나무의 평균 수령은 50년이고 손수확을 진행하며 은 30일동안 진행하고 23번 사용된 배럴에서 24개월동안 숙성된다 야생효모를 사용하여 발효가 진행되며 필터링과 파이닝 작업은 진행하지 않는다
61332,   는   와    ?에서 생산된 포도들을 블렌딩해서 만들어지며 이 포도밭들은 45년에서 75년 정도의 수령의 나무들이 심어진   포도밭이다이 두 개의 은  의 중심에 위치하고 있으며   의 측면에 자리 잡고 있는데 1990년에 처음으로 독자적인 를 제작을 하기 시작하였다 는 이 포도밭의 경우 뛰어난 미네랄 캐릭터가 돋보이며 다른  지역의 포도 밭들에 비해 조금 더 파워가 있고 풍만한 바디감을 지닌 와인이 생산된다고 표현하였다 2007년 빈티지는 싱글빈야드인  구획만을 이용하여 출시하였다   :  2015     2/
58793,   는   와    ?에서 생산된 포도들을 블렌딩해서 만들어지며 이 포도밭들은 45년에서 75년 정도의 수령의 나무들이 심어진   포도밭이다이 두 개의 은  의 중심에 위치하고 있으며   의 측면에 자리 잡고 있는데 1990년에 처음으로 독자적인 를 제작을 하기 시작하였다 는 이 포도밭의 경우 뛰어난 미네랄 캐릭터가 돋보이며 다른  지역의 포도 밭들에 비해 조금 더 파워가 있고 풍만한 바디감을 지닌 와인이 생산된다고 표현하였다 는 2/ 이다
55719,   는 의 엔트리급 와인이지만 여느 빈티지 샴페인 못지 않는 품질을 가지고 있으며 와인이 지닌 이름처럼 유럽의 꽃”이라고 불러도 좋을 만큼 화사함과 우아함이 돋보이는 샴페인으로 특히 그윽하면서도 풍성한 미네랄 캐릭터가 돋보인다  오너이자 와인 메이커인   는 본인이 표현하고 싶은  샴페인의 진수를 보여주는 와인이 바로    라고 하였다 오크통과 에나멜 탱크에서 각각 숙성 시키는데 블렌딩 비율은 오크통이 24%이며 에나멜 탱크가 76%이다 최종 잔당은 7/으로 연간 2000 케이스가 생산되고 있다
45180,   는 최근 다웅 지역의 최고 프리미엄 와인으로 통한다 붉은 과일의 섬세한 부케와 아름다운 붉은 루비 색조를 가진 이 와인은 오크우드에서 숙성되어 나오는 바닐라 초콜릿 스파이스의 복합된 향이 잘 익은 붉은 과일과 블랙플럼의 맛과 어우러져 우아한 와인으로 탄생한다 이것이 풍부한 아로마 향과 조화를 이루고 분면하나 부드러운 탄닌은 고급스러운 조화로운 구조를 완성한다
61136,   는 평균 수령 60년이상의 포도나무에서 손수확한 포도로 만들어지며         빈야드에서 수확된다 첫번째 빈티지는 2001년이며 연평균 11000병을 생산한다
61137,   는 평균수령 40년의 포도나무에서 손수확한 포도를 사용하며    구획의 포도를 사용한다 2004년부터 생산을 시작하였으며 평균생산량 4000병을 기록하고 있다
39723,   부드러운 탄닌이 감지되는 허브느낌의 베리 향 풀바디의 신선하고 둥근 느낌의 와인으로 부드러운 탄닌의 조직과 체리 초콜렛 토양의 맛이 지배적이다 오크의 맛이 감싸며 끝맛을 은은히 길게 남긴다
57757,   에서 만들어낸 100%피노누아로 만들어지며 노란 토마토 노란자두 레몬의 풍미가 두두러지게 나타난다 매우 화려한 팔레트를 지니고 있고 다른 와인들보다 이스트의 풍미가 뚜렷하게는 나타나지 않는다 하지만 입안을 가득채우는 풍미와 섬세한 버들 생동감이 반전의 매력을 지니고 있다 순수한 피노누아에서 오는 농밀하고도 집중된 풍미와 부드러운 피니쉬와 함께 어우려져 독특함을 선사한다 추가적으로 46년더 숙성이 가능하며 다른 와인과 마찬가지로 인위적인 필터링을 거치지 않아 자연그대로의 맛을 보여준다  샴페인에서는 매우 드물게 유기농으로 재배하였으며 퓔리니 몽라셰에서 사용하던 오크통에서 발효와 숙성을 거쳐 와인에 미네랄의 풍미가 가득하다 덕분에 도농의 샴페인은 버블이 있는 샤블리 와인의 느낌을 주기도 한다 지역적으로도 샤블리에서 북쪽으로 한 시간이 채 걸리지 않는 곳에 위치하고 있어 샴페인보다는 부르고뉴 북부지역과 유사한 점이 많다 도농은 자신의 샴페인이 가진 이러한 차이점을 세상에 보여주고자 하였다   샴페인 도농은 도사쥬(:침전물 제거 후 혼합물을 첨가하는 것)를 최소화하며 여과나 정제를 하지 않는다 연간 50000병을 생산한다
61135,   와이너리의 철학을 기반으로 한 와인으로 이산화황을 전혀 사용하지 않고 생산된 와인이다      빈야드에서 수확된 포도로 젓산발효를 진행하며  첫번째 빈티지는 2007년이다 연 생산량은 18000병이며 스킨컨택을 통해서 색감을 잡아낸다
60264,   은  에서 생산된 와인으로 포도나무들의 평균 수령은 30년 정도이다 이 와인은 다른 에 비해 훨씬 더 집중도가 있으며 농밀한 스타일을 보여주고 있는데 와인 평론가들로부터 항상 가격대비 뛰어난 와인으로 평가 받고 있다
44572,   의 2 와인
55958,   의 2012 빈티지는 농축된 진한 컬러와 함께   말린 후추를 가미한 타르트의 향을 느낄 수 있으며  의 과일 맛과 함께 입안 가득 풍부한 아로마를 담고 있다 50%    숙성에서 오는 풍부한 탄닌을 가지고 있지만 산도와 잘 어우러져 피노누아 특유의 깔끔한 를 느낄 수 있다
47292,   중앙에 자리 잡고 있으며 가장 중요한 떼루아에 위치하고 있다  에서 연간 단 900병만을 생산하는 희소성 있는 와인이다  짙은 보랏빛이 도는 붉은 색을 띠며 강한 까시스의 아로마와 약간의 나무의 부케가 느껴지는데 강한 미감과 긴 여운이 마지막까지 맛의 균형을 지켜주며 단단한 탄닌이 입속에 오랜 감흥을 주는 와인이다 30%를  오크를 사용하며 12~20개월 정도 숙성된다
45604,           ()            
38797,  아름다운 황금색을 띠며 연속적인 스파클링과 좋은 규칙적인 버블을 가지고 있으며 코를 우아하게 하는것은 많은 양의 샤도네이에 의한것으로 좋은 밸런스와 하모니가 입에서 느껴지는 와인이다
61336,  ?? ?2008 빈티지는 50%의  를 베이스로 45%의  5%의  이 블렌딩되었다   : 7  2015    :    : 3000 
55747,  1   는  의 중심부에 위치하고 있으며  과 가장 유사한 성격을 지닌 포도밭으로 평가 받고 있다  의 토양은 자갈이 많은 편으로 진흙토가 기본인  에 비해 훨씬 묵직한 파워와 한 캐릭터를 잘 표현하고 있으며  의 화려함까지 잘 표현하고 있다  이 도멘은 017의  를 소유하고 있으며 연간 900병 내외의 와인을 생산하고 있는데   특유의 우아한 과일 캐릭터와 탄탄한 구조감이 돋보인다
55743,  1   는 매우 오래된 포도나무에서 생산된 포도를 가지고 만들어 무엇보다 뛰어난 집중도가 일품인 와인이다 입 안에서 느껴지는 풍성하면서도 매혹적인 텍스처가 일품이며 잔잔한 피니쉬와 어우러진 미네랄 캐릭터 역시 아주 인상적이다     ”는 그랑 크뤼에 견줄 만큼 뛰어난 1  포도밭으로   1  중에서도 가장 섬세하고 여성적인 캐릭터를 지니고 있다
55749,  1   은   1  중에서 가장 넓은 면적을 차지하고 있으며 포도밭이 지닌 조건들이 주변에 위치한 나   와 견줄 만큼 뛰어나서   중에서도 가장 섬세한 캐릭터를 지닌 포도밭으로 평가 받고 있다  이 도멘은 023의  을 소유하고 있으며 연간 900병 내외의 와인을 생산하는데   특유의 우아한 과일 캐릭터와 탄탄한 구조감이 돋보이는 와인이다
53917,  20  스파클링은 전통 샹파뉴 방식으로 만들어진 프리미엄 와인으로 다층적인 과일 뉘앙스와 강렬한 산미 상쾌함 신선함 브리오쉬와 같은 효모향의 밸런스는   20 의 가장 큰 매력이다
44682,  2000                                        1012     9091  
45023,  2000 양조를 위한 포도는 나파밸리의 프리미엄 포도재배 지역으로 유명한  (오크 놀)에서부터  (세인트 헬레나)에 걸쳐 있는 포도밭에서 재배되었다    2000이 선사하는 매혹적인 마릴린의 모습을 담은 라벨은  의 16번째 빈티지에 걸맞게 화려함을 자랑한다 이 사진을 촬영한  는 1954년 그의 뉴욕 스튜디오에서의 작업에서 몸을 꽉 조이는 화이트 드레스에 영감을 얻었다고 한다   카버네 프랑과 카버네 소비뇽을 멀롯에 블랜딩 함으로써 풍성한 꽃향기와 견고함을 지닌 와인으로 탄생하였다 프렌치 오크에서 얻어진 바닐라와 밀크 쵸컬릿 향이 잘 익은 블랙체리 향의 틀 안에서 잘 표현된 와인이다    
45024,  2001 양조를 위한 포도는 캘리포니아의 최고급 와인산지인 나파밸리의 중심에 위치한 포도밭에서 재배되었다   2001은  의 17번째 빈티지이며 라벨의 을 촬영했던  는 의 온화하지만 쾌활한 모습을 잘 담아 냈다   소량의 카버네 소비뇽을 블랜딩 함으로써 좀 더 복잡미묘한 와인의 향기와 더욱 풍성한 질감을 느낄 수 있는 와인으로 탄생하였다 25%를 새로운 오크통에서 발효하여 밀크 쵸컬릿의 풍미가 기분 좋게 검은색 과일의 풍미와 조화를 이루고 있는 와인이다    
45025,  2002 양조를 위한 포도는 캘리포니아의 최고급 와인산지인 나파밸리의 중심에 위치한 포도밭에서 재배되었다 부드러운 느낌을 끝까지 유지시켜 주는 향과 입안에서의 풍미가 일품이다   2002는  의 18번째 빈티지이다  이스터 햇( )을 우하하게 쓰고 있는 의 사진은 1970년대에 뉴욕의 폐건물에서 발견되었으며  가 촬영했던 것으로 알려지고 있다   카버네 소비뇽을 블랜딩 함으로써 멀롯 위주로 양조된 와인의 향기와 풍미에 더욱 훌륭한 복잡미묘함이 입혀진 와인이다 매해 오크통의 25%를 새 오크통으로 사용함으로써 구운 바닐라의 향이 검은 과일류의 강한 향기에 덧입혀져 기분 좋은 풍미를 자아내는 와인으로 탄생시키고 있다    
61094,  그리고   지역의 를 기반으로 만들며 ?  의  을 그대로 표현하기 위해 노력하였다 는 4/ 이며 강건한 구조감과 함께 날카로운 산도가 인상적인 와인이다 2010년 베이스에 2008년과 2009년을 블렌딩 하였다
55735,  는 026헥타의 를 소유하고 있으며 이 밭은  에 위치하고 있다 이 밭의 포도나무는 1931년에 심어진 후 지금까지 이어져 오고 있어 다른 보다 훨씬 더 뛰어난 농축미를 보여주고 있다
58789,  는 043의   1   을 소유하고 있으며 포도 나무는 1956년 1976년에 심어진 포도 나무들을 베이스로 1999년에 일부 구획을 교체하였다  가 소유한 은  에 위치하고 있으며 석회를 베이스로 자갈이 많은 토양이라 와인에게 느껴지는 미네랄 캐릭터가 일품이다이 와인은 특히 라운드한 텍스쳐 감미로운 애시티티와 이어지는 매끄러운 피니쉬가 돋보인다
58785,  는 15의    을 소유하고 있으며 이 포도 밭은 1951년과 1963년에 심어진 포도 나무를 베이스로 1984년과 1993년에 일부 구획의 교체 작업이 이루어져있다이 와인은  가 생산하고 있는 일반 빌라쥐급   중에서도 가장 뛰어난 접근성을 보여주는 와인으로 깨끗하고 우아한 의 특징을 잘 표현하면서도 적절한 미네랄 터치와 하늘하늘한 텍스쳐가 일품이며 전체적인 밸런스도 상당히 좋은 편이다 그리고 특히 감미로운 피니쉬에서 느껴지는 산도의 매력적인 퍼포먼스를 보여주고 있는 와인이다
49867,  는 1855년 그랑크뤼 등급 분류시 그랑크뤼로 선정 될 만큼 우수한 와인을 생산하는 샤또였다 그러나 그 후 필록세라 창궐 경제 불황 전쟁 등을 거치며 점점 위용을 잃어갔다 다른 샤또들은 많은 투자와 노력으로 제 모습을 찾아갔지만 그 노력을 받지 못했더 이 샤또는 1919년  가 구입을 결정하게 된다 그 후  가 1969년 이 샤또를 소유 관리하기 시작하면서 많은 투자와 노력으로 샤또를 재건하기 시작했다 현재  의 아들  가 샤또를 관리 운영하고 있으며 예전의 명성으로 되돌릴 만큼의 우수한 와인을 생산하고 있어 주목해야 할 와이너리로 평가 되고 있다 보르도의 유명 가문 중 하나인  가문은    뿐 아니라   (5등급 그랑크뤼 뽀약) 등을 소유하고 있다   는 첫 설립자인 가문의 이름과 포도원 바로 옆의 조그만 마을 를 의미하는 이름이다 2001년 부터 샤또 린쉬 무싸의 세컨 와인인 레 오드 린쉬 무싸를 생산하기 시작하였으며 금양 인터내셔날에서 한국 시장에 독점 수입 한다  아름답고 깊은 루비색을 띠고  과일향이 가득하며 삼나무향 또한 느낄 수 있다 입 안에서 신선한 첫 느낌의 풀바디 와인이며 적당한 피니쉬를 가진 와인이다
61095,  는 와인메이커였던 조상들의 이름을 반영하여 만들어진 와인으로    그리고 의 첫자를 모티브로 하였다 평균수령 45년의 포도나무에서 재배된 포도를 사용하며 는 3/이고 2010년을 베이스에 2009년과 2011년을 블렌딩하였다  는 에서 수급하며 는 그랑크뤼 밭인    에서 가져온다
61138,  는 평균 수령 50년이상의 포도나무에서 손수확한 포도로 만들어지며        빈야드에서 수확된다 첫번째 빈티지는 2003년이며 연평균 24000병을 생산한다
45179,  는 포르투갈 대표 생산지인 도우로 지방의 전통적 브랜드인  에서 만들어진 품격 있고 차별화된 와인이다 자주빛 톤을 띤 붉은 빛깔의 이 와인은 블랙베리와 플럼의 강하고 복합적인 부케가 특징이며  에서 숙성되어 나오는 바닐라와 스파이스의 터치가 우아한 아로마 향기와 조화를 이룬다 또한 벨벳같은 타닌에 감싸여진 강한 구조와 섬세한 산미가 장시간 길고 섬세한 피니쉬를 제공한다
61139,  는 플래그쉽 와인으로 2001년부터 생산되어 연평균 1300병만 생산된다 해발고도 910미터에 위치한  싱글빈야드에서 포도가 재배되며 포도나무 수령은 110년이다 북동쪽의 경사면에 위치하여 포도의 완전한 숙성이 가능하며 높은 숙성 잠재력을 지니고 있다 최고의 와인답게 완벽한 빈티지에만 생산을 진행한다
61125,  로 예전에 불리었던 빈야드에서 수확을 진행하며 해안가로부터 7마일안에 위치하여 온화한 기후가 특징이다 줄기를 제거하지 않고 양조를 진행하며 의   라인중에 가장 상위라인으로 꼽힌다
39536,  만의 개성적인 풍미를 담아낼 수 있도록 의 소유지와 일부 계약 포도원에서 수확된 포도로 만들어진다 마틴보로의 선선한 기후와 떼루아 소비뇽 블랑 품종 고유의 캐릭터를 간직하게 하는 신중한 양조과정은 강렬한 과일풍미와 향긋한 아로마 산뜻한 산도가 어우러지는 우아한 화이트 와인을 탄생케 했다 열대과일과 허브의 강렬한 아로마와 생동감 있고 신선한 맛을 지녀 신선한 해물요리나 가벼운 핑거푸드 매콤하고 자극적인 아시아식 퓨전요리와도 잘 어울린다
51304,  보유의  중 최고의 말벡 떼루아 4곳에서 엄선된 말벡으로 만든 ‘떼루아 셀렉션’ 와인이다 짙은 보라색을 띠며 향신료의 아로마가 신선하고 잘 익은 과일 및 동물향과 함께 느껴지며 신선한 강렬함과 부드러운 타닌 그리고 긴 피니쉬가 특징적인 와인으로 8년 이상 보관 가능하다
54666,  시리즈는 진하고 부드러우며 누구나 편하게 마시 기 좋은 최고 품질의 데일리 와인을 만들겠다는 의지가 담겨있다 부드러운 거품이 지속적으로 발산되는 옅은 황금빛의 와인 일반적인 스파클링 와인과 달리 토스트 바닐라 향보다는 멜론 아오리 사과 등 풋풋하고 신선한 과일의 향이 더욱 강하게 느껴지 는 스파클링 와인이다 산도가 강하지 않고 미디엄 정도의 바디감을 보여 입안에서 편안 하고 부드럽게 마시기 좋은 스파클링 와인이다
61472,  시리즈는 진하고 부드러우며 누구나 편하게 마시기 좋은 최고 품질의 데일리 와인을 만들겠다는 의지가 담겨있다 부드러운 거품이 지속적으로 발산되는 초록빛이 살짝 감도는 옅은 레몬 빛 패션 프룻 라임 레몬 등의 향과 피망 풀 자른 냄새같은 자극적인 소비뇽 블랑의 향이 잘 녹아있는 스파클링 와인이다 탄탄하고 짜릿한 산도가 있으나 살짝 느껴지는 당도가 그 부분을 완화시켜 감칠맛과 함께 편안하게 마시기 좋다는 느낌이 드는 톡톡튀는 묘한 매력이 있는 스파클링 소비뇽 블랑이다
61473,  시리즈는 진하고 부드러우며 누구나 편하게 마시기 좋은 최고 품질의 데일리 와인을 만들겠다는 의지가 담겨있다 투명하고 깨끗한 옅은 황금빛 아오리 사과 복숭아 배와 같은 흰색 살을 가진 향긋한 과일향과 아몬드 꿀 등의 고소하고 달콤한 향이 잘 블랜딩되어 있다 프랑스 피노 그리 스타일처럼 은은한 잔당감이 있어서 감칠맛과 볼륨감과 바디감을 더해주고 깨끗하고 시원한 산도가 있어서 입안에서 전체적인 균형감이 좋다
60987,  에서 24개월간 숙성되었으며 디캔팅해서 마시면 더욱 맛과 향을 더한다 약간의 바닐라향과 구운 향 커피 코코아 향을 적절하게 담은 풍부한 부케를 느낄 수 있다 가벼운 산도가 맛의 중심을 잡아주며 입안 전체로 밀키한 탄닌이 감싸주고 긴 피니쉬와 함께 와인의 부드러운 힘을 보여준다 어떤 음식과도 잘 어울리는  의 나파밸리의 포도만을 사용한 매력적인 와인이다
